x,y,average_surface_angle,canopy_depth,corrected_height,hull_area,hull_ax_ratio,hull_circumference,hull_max_width,leaf_area,max_height,number_of_segments,projected_leaf_area,voxel_volume,digital_biomass,leaf_inclination,leaf_area_index,hull_coverage
1,1,52.6949,121.792,193.014,147366,82.6423,1428.46,502.157,25378.7,210.838,1,20187,11410,4.89843e+06,1.25718,0.172215,13.6985
