x,y,average_surface_angle,canopy_depth,corrected_height,hull_area,hull_ax_ratio,hull_circumference,hull_max_width,leaf_area,max_height,number_of_segments,projected_leaf_area,voxel_volume,digital_biomass,leaf_inclination,leaf_area_index,hull_coverage
1,1,58.7825,128.262,196.865,168592,77.3895,1546.33,576.07,61363.5,235.748,1,52479,16384,1.20803e+07,1.1693,0.363975,31.1277
