x,y,average_surface_angle,canopy_depth,corrected_height,hull_area,hull_ax_ratio,hull_circumference,hull_max_width,leaf_area,max_height,number_of_segments,projected_leaf_area,voxel_volume,digital_biomass,leaf_inclination,leaf_area_index,hull_coverage
1,1,58.9144,108.885,142.06,121356,60.0607,1353.36,509.4,28332.4,157.895,1,24264,7032,4.02489e+06,1.16767,0.233465,19.9941
