x,y,average_surface_angle,canopy_depth,corrected_height,hull_area,hull_ax_ratio,hull_circumference,hull_max_width,leaf_area,max_height,number_of_segments,projected_leaf_area,voxel_volume,digital_biomass,leaf_inclination,leaf_area_index,hull_coverage
1,1,56.3889,99.7012,125.555,114561,77.6379,1310.05,467.702,16906.9,127.347,1,14080.5,7027,2.12275e+06,1.20073,0.14758,12.2908
