x,y,average_surface_angle,canopy_depth,corrected_height,hull_area,hull_ax_ratio,hull_circumference,hull_max_width,leaf_area,max_height,number_of_segments,projected_leaf_area,voxel_volume,digital_biomass,leaf_inclination,leaf_area_index,hull_coverage
1,1,55.5037,126.755,197.095,201015,88.0794,1729.67,603.664,48768.9,222.698,1,40194,19860,9.61212e+06,1.21334,0.242613,19.9955
